#mapping_set_id: https://w3id.org/sssom/commons/mouse-human/mappings/mp_hp_mgi_all.sssom.tsv
#mapping_set_title: All mappings of MP terms to HPO terms generated by MGI
#mapping_set_description: "Consolidated list of all HPO to MP mappings done by MGI. In the comments section the project that was the source of the list is listed. Some terms came from more than one source. The KidsFirst list was a list of HPO terms provided by the KidsFirst team from the set of terms used for patients in their cohorts. The scoliosis, Alzheimer, cleft palate, Down Syndrome, CHARGE Syndrome, Cornelia De Lange Syndrome, and COVID term sets were generated by MGI for symptoms or phenotypes associated with the disease. For the COVID set the references for each sign or symptom are listed in the Other column. Initially the mapping dates for the KidsFirst mappings were not tracked, so these were given the date of when we received the file (5/27/21).  The scoliosis, cleft palate, Down Syndrome, CHARGE Syndrome, and Cornelia De Lange Syndrome sets consist of MP terms that are associated with mouse models of scoliosis. For Down Syndrome, CHARGE Syndrome, and Cornelia De Lange Syndrome HPO terms associated with each disease were also pulled from the HPO files for mapping. The Alzheimer and COVID sets were created by identifying symptoms and signs for patients from the literature then identifying the relevant MP and HP terms and finally mapping the identified terms to terms in the other ontology. Use of skos mappings terms: exact match: MP term is the same as the HPO term, ignoring that the HP term applies only to humans; broad match: HPO term covers more than the MP term, ignoring the species restriction; narrow match: HPO term is more restricted than the MP term; related match: MP term and HPO term share some similarity but would not have a parent-child relation in a shared ontology."
#creator_id:
# - orcid:0000-0003-4606-0597
# - orcid:0000-0002-6490-7723
# - orcid:0000-0003-2307-1226
# - ror:021sy4w91
# - wikidata:Q1951035
#license: https://creativecommons.org/licenses/by/4.0/
#object_source: obo:hp
#subject_source: obo:mp
#curie_map:
# HP: http://purl.obolibrary.org/obo/HP_
# MP: http://purl.obolibrary.org/obo/MP_
# skos: http://www.w3.org/2004/02/skos/core#
# orcid: https://orcid.org/
# ror: https://ror.org/
# wikidata: https://www.wikidata.org/wiki/
# obo: http://purl.obolibrary.org/obo/
# semapv: https://w3id.org/semapv/vocab/
object_id	object_label	predicate_id	confidence	subject_id	subject_label	mapping_justification	author_id	mapping_date	comment	other
HP:0030999	Abnormal vestibular saccule morphology	skos:broadMatch	1	MP:0004315	absent vestibular saccule	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0040109	Morphological abnormality of the utricle	skos:broadMatch	1	MP:0004369	absent utricle	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0000375	Abnormal cochlea morphology	skos:broadMatch	1	MP:0004395	increased cochlear inner hair cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0000375	Abnormal cochlea morphology	skos:broadMatch	1	MP:0004401	increased cochlear outer hair cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0011380	Morphological abnormality of the semicircular canal	skos:broadMatch	1	MP:0004409	abnormal crista ampullaris neuroepithelium morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0011389	Functional abnormality of the inner ear	skos:broadMatch	1	MP:0004413	absent cochlear microphonics	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0011389	Functional abnormality of the inner ear	skos:broadMatch	1	MP:0004417	decreased cochlear nerve compound action potential	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0040100	Abnormality of the vestibular window	skos:exactMatch	1	MP:0004479	abnormal oval window morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0040099	Abnormality of the round window	skos:exactMatch	1	MP:0004480	abnormal round window morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:3000047	Abnormal glossopharyngeal nerve morphology	skos:broadMatch	1	MP:0004568	fusion of glossopharyngeal and vagus nerve	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0030305	Decreased number of vertebrae	skos:broadMatch	1	MP:0004647	decreased lumbar vertebrae number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0011392	Abnormality of the vestibular nerve	skos:exactMatch	0.9	MP:0004718	abnormal vestibular nerve morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7| some doubt as the HPO term lacks a definition	
HP:0011389	Functional abnormality of the inner ear	skos:broadMatch	1	MP:0004736	abnormal distortion product otoacoustic emission	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0011389	Functional abnormality of the inner ear	skos:broadMatch	1	MP:0004737	absent distortion product otoacoustic emissions	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0012638	Abnormal nervous system physiology	skos:broadMatch	1	MP:0004811	abnormal neuron physiology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0008734	Decreased testicular size	skos:broadMatch	1	MP:0004852	decreased testis weight	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0008724	Hypoplasia of the ovary	skos:broadMatch	1	MP:0004856	decreased ovary weight	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0000362	Otosclerosis	skos:exactMatch	1	MP:0004897	otosclerosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0011380	Morphological abnormality of the semicircular canal	skos:broadMatch	1	MP:0004922	abnormal common crus morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0000364	Hearing abnormality	skos:broadMatch	1	MP:0004925	decreased susceptibility to noise-induced hearing loss	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0004452	Abnormality of the middle ear ossicles	skos:exactMatch	0.9	MP:0005105	abnormal middle ear ossicle morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7| some uncertainty as the HPO term while on the morphology branch does not specify morphology in the definition	
HP:0011453	Abnormality of the incus	skos:exactMatch	0.9	MP:0005106	abnormal incus morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7| some uncertainty as the HPO term while on the morphology branch does not specify morphology in the definition	
HP:0005599	Hypopigmentation of hair	skos:broadMatch	1	MP:0005171	absent coat pigmentation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	CHARGE model not Chd7	
HP:0003146	Hypocholesterolemia	skos:exactMatch	1	MP:0005179	decreased circulating cholesterol level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0002457	Abnormal head movements	skos:broadMatch	1	MP:0005191	head tilt	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0045025	Narrow palpebral fissure	skos:exactMatch	1	MP:0005287	narrow eye opening	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-23	Chd7	
HP:0001952	Glucose intolerance	skos:narrowMatch	1	MP:0005291	abnormal glucose tolerance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7|while this has the synonym 'abnormal glucose tolerance' the MP term has both improved and impaired children so this is not an exact match	
HP:0002457	Abnormal head movements	skos:broadMatch	1	MP:0005307	head tossing	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0002457	Abnormality of metabolism/homeostasis	skos:narrowMatch	0.9	MP:0005376	homeostasis/metabolism phenotype	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7|some uncertainty due to differences in child terms, narrow since MP is not explicity abnormal	
HP:0000598	Abnormality of the ear	skos:narrowMatch	1	MP:0005377	hearing/vestibular/ear phenotype	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0000818	Abnormality of the endocrine system	skos:narrowMatch	1	MP:0005379	endocrine/exocrine gland phenotype	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0001197	Abnormality of prenatal development or birth	skos:narrowMatch	0.9	MP:0005380	embryo phenotype	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-16	Chd7	
HP:0011446	Abnormality of higher mental function	skos:narrowMatch	1	MP:0005386	behavior/neurological phenotype	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0000478	Abnormality of the eye	skos:narrowMatch	1	MP:0005391	vision/eye phenotype	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0010876	Abnormal circulating protein concentration	skos:exactMatch	1	MP:0005416	abnormal circulating protein level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0041079	Decreased body fat percentage	skos:exactMatch	1	MP:0005459	decreased percent body fat/body weight	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0000517	Abnormal lens morphology	skos:broadMatch	1	MP:0005545	abnormal lens development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-24	Chd7	
HP:0003075	Hypoproteinemia	skos:exactMatch	0.8	MP:0005567	decreased circulating total protein level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-16	Chd7|called exact but with uncertainty as looking this up it seems like HPO terms is all proteins but the definition is not entirely clear	
HP:0002900	Hypokalemia	skos:exactMatch	0.9	MP:0005628	decreased circulating potassium level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-16	Chd7|MP has a seperate term for Hypokalemia that is a child of this term and one for erythrocyte levels specifically	
HP:0012379	Abnormal circulating enzyme concentration or activity	skos:broadMatch	1	MP:0005632	decreased circulating aspartate transaminase level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-29	Chd7	
HP:0012285	Abnormal hypothalamus physiology	skos:exactMatch	1	MP:0005645	abnormal hypothalamus physiology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-29	Chd7	
HP:0012638	Abnormal nervous system physiology	skos:broadMatch	1	MP:0005646	abnormal pituitary gland physiology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-29	Chd7	
HP:0012245	Sex reversal	skos:exactMatch	1	MP:0005652	sex reversal	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	CHARGE model not Chd7	
HP:0031703	Abnormal ear morphology	skos:broadMatch	1	MP:0006030	abnormal otic vesicle development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:4000056	Abnormal apoptosis	skos:broadMatch	1	MP:0006042	increased apoptosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	CHARGE model not Chd7	
HP:4000056	Abnormal apoptosis	skos:broadMatch	1	MP:0006043	decreased apoptosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0012757	Abnormal neuron morphology	skos:broadMatch	1	MP:0006092	abnormal olfactory sensory neuron morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0011297	Abnormal digit morphology	skos:broadMatch	1	MP:0006280	abnormal digit development	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0012372	Abnormal eye morphology	skos:broadMatch	1	MP:0006305	abnormal optic eminence morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0010948	Abnormal fetal cardiovascular morphology	skos:broadMatch	1	MP:0006354	abnormal fourth pharyngeal arch artery morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0010948	Abnormal fetal cardiovascular morphology	skos:broadMatch	1	MP:0006355	abnormal sixth pharyngeal arch artery morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0003111	Abnormal blood ion concentration	skos:narrowMatch	1	MP:0006357	abnormal circulating mineral level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0005930	Abnormal epiphysis morphology	skos:broadMatch	1	MP:0006396	decreased long bone epiphyseal plate size	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0040218	Reduced natural killer cell count	skos:broadMatch	1	MP:0008039	increased NK T cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0011376	Morphological abnormality of the vestibule of the inner ear	skos:broadMatch	1	MP:0008066	small endolymphatic duct	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0025517	Hypoplastic hippocampus	skos:narrowMatch	1	MP:0008283	small hippocampus	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0011454	Abnormality of the malleus	skos:broadMatch	1	MP:0008374	abnormal malleus manubrium morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0000479	Abnormal retinal morphology	skos:broadMatch	1	MP:0008446	decreased retina cone cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0000479	Abnormal retinal morphology	skos:broadMatch	1	MP:0008449	abnormal retina cone cell outer segment morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0000479	Abnormal retinal morphology	skos:broadMatch	1	MP:0008456	abnormal retina rod cell outer segment morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0007082	Dilated third ventricle	skos:exactMatch	0.9	MP:0008536	enlarged third ventricle	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7| some uncertainty as the MP has a separate term for dilated third ventricle but the definition of the HP term is An increase in size of the third ventricle, so I think these are exact matches	
HP:0002538	Abnormal cerebral cortex morphology	skos:broadMatch	1	MP:0008547	abnormal neocortex morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0031295	Left atrial enlargement	skos:narrowMatch	1	MP:0008725	enlarged heart atrium	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	CHARGE model not Chd7	
HP:0030718	Right atrial enlargement	skos:narrowMatch	1	MP:0008725	enlarged heart atrium	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30		
HP:0005105	Abnormal nasal morphology	skos:broadMatch	1	MP:0008789	abnormal olfactory epithelium morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0002149	Hyperuricemia	skos:exactMatch	1	MP:0008821	increased blood uric acid level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0007485	Absence of subcutaneous fat	skos:exactMatch	1	MP:0008843	absent subcutaneous adipose tissue	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	CHARGE model not Chd7	
HP:0003758	Reduced subcutaneous adipose tissue	skos:exactMatch	1	MP:0008844	decreased subcutaneous adipose tissue amount	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	CHARGE model not Chd7	
HP:0012638	Abnormal nervous system physiology	skos:broadMatch	1	MP:0008917	abnormal oligodendrocyte physiology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0008924	decreased cerebellar granule cell number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0012757	Abnormal neuron morphology	skos:broadMatch	1	MP:0008946	abnormal neuron number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0012757	Abnormal neuron morphology	skos:broadMatch	1	MP:0008947	increased neuron number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0012757	Abnormal neuron morphology	skos:broadMatch	1	MP:0008948	decreased neuron number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0002795	Abnormal respiratory system physiology	skos:broadMatch	1	MP:0008963	increased carbon dioxide production	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0012569	Delayed menarche	skos:relatedMatch	1	MP:0009008	delayed estrous cycle	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0034967	Uterine cyst	skos:exactMatch	1	MP:0009082	uterus cyst	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	CHARGE model not Chd7	
HP:0031105	Abnormal uterus morphology	skos:broadMatch	1	MP:0009085	abnormal uterine horn morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	Chd7	
HP:0040298	Hyperplasia of the endometrium	skos:exactMatch	1	MP:0009092	endometrium hyperplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-30	CHARGE model not Chd7	
HP:0040254	Decreased size of the clitoris	skos:broadMatch	1	MP:0009101	clitoris hypoplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-31	Chd7	
HP:0011751	Abnormal posterior pituitary morphogenesis	skos:broadMatch	0.8	MP:0009229	abnormal neurohypophysis median eminence morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-16	Chd7| uncertainty as the HPO term label is morphogenesis which implies development but the definition is just generic abnormality so there is a possibility that this could include both morphology and physiology, term potentially could be narrower or broader than the MP term; decided on broad as the HPO term is the neurohypophysis and the MP uses median eminence of the neurohypophysis	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0009267	abnormal cerebellum fissure morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-31	Chd7	
HP:0001871	Abnormality of blood and blood-forming tissues	skos:broadMatch	1	MP:0009278	abnormal bone marrow cell physiology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-31	Chd7	
HP:0100705	Abnormal glial cell morphology	skos:broadMatch	1	MP:0009808	decreased oligodendrocyte number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-08-31	Chd7	
HP:0000175	Cleft palate	skos:broadMatch	0.8	MP:0009890	cleft secondary palate	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-16	Chd7| uncertainty as the HPO term just specifies palate in general but the eq uses secondary palate, calling these broad instead of exact due to this uncertainty	
HP:0010808	Protruding tongue	skos:exactMatch	0.9	MP:0009908	protruding tongue	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-11-16	CHARGE model not Chd7| MP specifies 'beyond oral cavity' HPO ' beyond the alveolar ridges or teeth at rest' so I increased uncertainty	
HP:0012757	Abnormal neuron morphology	skos:broadMatch	1	MP:0009937	abnormal neuron differentiation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0025057	Abnormality of olfactory lobe morphology	skos:exactMatch	1	MP:0009944	abnormal olfactory lobe morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0002334	Abnormal cerebellar vermis morphology	skos:broadMatch	1	MP:0009957	abnormal cerebellum vermis lobule morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0009959	abnormal cerebellar hemisphere morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0009963	abnormal cerebellum hemisphere lobule morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0009991	abnormal cerebellum vermis lobule IV morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0013616	decreased volumetric bone mineral density	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0009992	abnormal cerebellum vermis lobule IX morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0009993	abnormal cerebellum vermis lobule V morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:broadMatch	1	MP:0009996	abnormal cerebellum vermis lobule VIII morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0031422	Abnormal cerebellar cortex morphology	skos:relatedMatch	0.9	MP:0010005	abnormal lobule simplex morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7| this structure does not exist in humans so calling this related rather than broad	
HP:0041079	Decreased body fat percentage	skos:relatedMatch	1	MP:0010025	decreased total body fat amount	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0012754	CNS hypermyelination	skos:narrowMatch	1	MP:0010050	hypermyelination	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0030173	Peripheral hypermyelination	skos:narrowMatch	1	MP:0010050	hypermyelination	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0003690	Limb muscle weakness	skos:relatedMatch	1	MP:0010053	decreased grip strength	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0040326	Hypoplasia of the olfactory bulb	skos:exactMatch	0.9	MP:0010059	olfactory bulb hypoplasia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7|uncertainty and noise due to difference in definition and use of hypoplasia in the two ontologies, often used in HPO as synonymous with 'small'	
HP:0001877	Abnormal erythrocyte morphology	skos:broadMatch	1	MP:0010068	decreased red blood cell distribution width	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7|HPO term has the child increased width but no term for decreased width	
HP:0002917	Hypomagnesemia	skos:exactMatch	1	MP:0010093	decreased circulating magnesium level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0004370	Abnormality of temperature regulation	skos:broadMatch	1	MP:0010165	abnormal response to stress-induced hyperthermia	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0012638	Abnormal nervous system physiology	skos:broadMatch	1	MP:0010205	abnormal oligodendrocyte apoptosis	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0010979	Abnormality of lipoprotein cholesterol concentration	skos:narrowMatch	1	MP:0010330	abnormal circulating lipoprotein level	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0011555	Double inlet left ventricle	skos:exactMatch	1	MP:0010433	double inlet heart left ventricle	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0002624	Abnormal venous morphology	skos:broadMatch	1	MP:0010453	abnormal coronary vein morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0001660	Truncus arteriosus	skos:narrowMatch	1	MP:0010454	abnormal truncus arteriosus septation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0011604	Aortopulmonary window	skos:exactMatch	1	MP:0010455	aortopulmonary window	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0012305	Coarctation of the descending aortic arch	skos:narrowMatch	1	MP:0010526	aortic arch coarctation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0001713	Abnormal cardiac ventricle morphology	skos:broadMatch	1	MP:0010556	thin ventricle myocardium compact layer	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0006705	Abnormal atrioventricular valve morphology	skos:broadMatch	1	MP:0010607	common atrioventricular valve	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0000480	Retinal coloboma	skos:exactMatch	0.9	MP:0010715	retina coloboma	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	CHARGE model not Chd7| uncertainty as MP specifies this is congential and the HPO does not	
HP:0002752	Sparse bone trabeculae	skos:relatedMatch	0.8	MP:0010869	decreased bone trabecula number	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7| HPO term lacks a definition but eq uses PATO sparse - defined as 'scattered; spread irregularly, and at a distance from each other' so it seems to me that these are related but not close or exact	
HP:0030313	Abnormal periosteum morphology	skos:broadMatch	1	MP:0010973	increased periosteum thickness	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0003811	Neonatal lethal	skos:relatedMatch	1	MP:0011089	perinatal lethality, complete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0034241	Prenatal death	skos:relatedMatch	1	MP:0011092	embryonic lethality, complete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0034241	Prenatal death	skos:relatedMatch	1	MP:0011098	embryonic lethality during organogenesis, complete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0034241	Prenatal death	skos:relatedMatch	1	MP:0011099	lethality throughout fetal growth and development, complete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	CHARGE model not Chd7	
HP:0034241	Prenatal death	skos:relatedMatch	1	MP:0011108	embryonic lethality during organogenesis, incomplete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0034241	Prenatal death	skos:relatedMatch	1	MP:0011109	lethality throughout fetal growth and development, incomplete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0005105	Abnormal nasal morphology	skos:broadMatch	1	MP:0011281	abnormal olfactory epithelium cilium morphology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0034190	Abnormal fetal cardiovascular physiology	skos:broadMatch	1	MP:0011390	abnormal fetal cardiomyocyte physiology	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0034190	Abnormal fetal cardiovascular physiology	skos:broadMatch	1	MP:0011395	decreased fetal cardiomyocyte proliferation	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0011420	Age of death	skos:relatedMatch	1	MP:0011400	lethality, complete penetrance	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0011613	Interrupted aortic arch type B	skos:exactMatch	1	MP:0011659	interrupted aortic arch, type b	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0012447	Abnormal myelination	skos:broadMatch	1	MP:0011731	decreased myelin sheath thickness	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
HP:0000240	Abnormality of skull size	skos:broadMatch	1	MP:0011861	increased cranium height	semapv:ManualMappingCuration	orcid:0000-0003-4606-0597	2023-09-01	Chd7	
