p1,p2,cat,label_x,label_y,o1,o2
http://purl.obolibrary.org/obo/HP_0000581,http://purl.obolibrary.org/obo/HP_0045025,lexical,Blepharophimosis (HPO),Narrow palpebral fissure (HPO),HP,HP
http://purl.obolibrary.org/obo/HP_0045025,http://purl.obolibrary.org/obo/HP_0000581,lexical,Narrow palpebral fissure (HPO),Blepharophimosis (HPO),HP,HP
http://purl.obolibrary.org/obo/HP_0011001,http://purl.obolibrary.org/obo/MP_0005422,lexical,Increased bone mineral density (HPO),osteosclerosis (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005422,http://purl.obolibrary.org/obo/HP_0011001,lexical,osteosclerosis (MPO),Increased bone mineral density (HPO),MP,HP
http://purl.obolibrary.org/obo/ZP_0002761,http://purl.obolibrary.org/obo/MP_0002152,lexical,"brain structure, abnormal (ZPO)",abnormal brain morphology (MPO),ZP,MP
http://purl.obolibrary.org/obo/MP_0002152,http://purl.obolibrary.org/obo/ZP_0002761,lexical,abnormal brain morphology (MPO),"brain structure, abnormal (ZPO)",MP,ZP
http://purl.obolibrary.org/obo/HP_0003270,http://purl.obolibrary.org/obo/MP_0001270,lexical,Abdominal distention (HPO),distended abdomen (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001270,http://purl.obolibrary.org/obo/HP_0003270,lexical,distended abdomen (MPO),Abdominal distention (HPO),MP,HP
http://purl.obolibrary.org/obo/FYPO_0000654,http://purl.obolibrary.org/obo/PHIPO_0000432,lexical,catalytic activity phenotype (FYPO),catalytic activity phenotype (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0000432,http://purl.obolibrary.org/obo/FYPO_0000654,lexical,catalytic activity phenotype (PHIPO),catalytic activity phenotype (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/ZP_0008256,http://purl.obolibrary.org/obo/ZP_0011825,lexical,"cell EVL morphology, abnormal (ZPO)","cell EVL morphology, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0011825,http://purl.obolibrary.org/obo/ZP_0008256,lexical,"cell EVL morphology, abnormal (ZPO)","cell EVL morphology, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/DDPHENO_0000431,http://purl.obolibrary.org/obo/WBPhenotype_0001392,lexical,cell cycle arrest (DDPHENO),cell cycle arrest (WBP),DDPHENO,WBPhenotype
http://purl.obolibrary.org/obo/WBPhenotype_0001392,http://purl.obolibrary.org/obo/DDPHENO_0000431,lexical,cell cycle arrest (WBP),cell cycle arrest (DDPHENO),WBPhenotype,DDPHENO
http://purl.obolibrary.org/obo/ZP_0130811,http://purl.obolibrary.org/obo/ZP_0022274,lexical,"cell epicardium spatial pattern, abnormal (ZPO)","cell epicardium spatial pattern, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0022274,http://purl.obolibrary.org/obo/ZP_0130811,lexical,"cell epicardium spatial pattern, abnormal (ZPO)","cell epicardium spatial pattern, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0130767,http://purl.obolibrary.org/obo/ZP_0018659,lexical,"cell forerunner cell group decreased amount, abnormal (ZPO)","cell forerunner cell group decreased amount, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0018659,http://purl.obolibrary.org/obo/ZP_0130767,lexical,"cell forerunner cell group decreased amount, abnormal (ZPO)","cell forerunner cell group decreased amount, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0011625,http://purl.obolibrary.org/obo/ZP_0007542,lexical,"cell head apoptotic, abnormal (ZPO)","cell head apoptotic, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0007542,http://purl.obolibrary.org/obo/ZP_0011625,lexical,"cell head apoptotic, abnormal (ZPO)","cell head apoptotic, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0006256,http://purl.obolibrary.org/obo/ZP_0103459,lexical,"cell lens disorganized, abnormal (ZPO)","cell lens disorganized, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0103459,http://purl.obolibrary.org/obo/ZP_0006256,lexical,"cell lens disorganized, abnormal (ZPO)","cell lens disorganized, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/PHIPO_0000936,http://purl.obolibrary.org/obo/APO_0000314,lexical,cell lysis (PHIPO),cell lysis (APO),PHIPO,APO
http://purl.obolibrary.org/obo/APO_0000314,http://purl.obolibrary.org/obo/PHIPO_0000936,lexical,cell lysis (APO),cell lysis (PHIPO),APO,PHIPO
http://purl.obolibrary.org/obo/FYPO_0000647,http://purl.obolibrary.org/obo/PHIPO_0000938,lexical,vegetative cell lysis (FYPO),vegetative cell lysis (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0000938,http://purl.obolibrary.org/obo/FYPO_0000647,lexical,vegetative cell lysis (PHIPO),vegetative cell lysis (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/ZP_0104120,http://purl.obolibrary.org/obo/ZP_0130836,lexical,"cell notochord cuboid, abnormal (ZPO)","cell notochord cuboid, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0130836,http://purl.obolibrary.org/obo/ZP_0104120,lexical,"cell notochord cuboid, abnormal (ZPO)","cell notochord cuboid, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0010624,http://purl.obolibrary.org/obo/ZP_0012563,lexical,"cell parapineal organ mislocalised, abnormal (ZPO)","cell parapineal organ mislocalised, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0012563,http://purl.obolibrary.org/obo/ZP_0010624,lexical,"cell parapineal organ mislocalised, abnormal (ZPO)","cell parapineal organ mislocalised, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/FYPO_0000002,http://purl.obolibrary.org/obo/WBPhenotype_0002552,lexical,cell phenotype (FYPO),cell phenotype (WBP),FYPO,WBPhenotype
http://purl.obolibrary.org/obo/WBPhenotype_0002552,http://purl.obolibrary.org/obo/FYPO_0000002,lexical,cell phenotype (WBP),cell phenotype (FYPO),WBPhenotype,FYPO
http://purl.obolibrary.org/obo/PHIPO_0000034,http://purl.obolibrary.org/obo/MP_0005384,lexical,cell phenotype (PHIPO),cellular phenotype (MPO),PHIPO,MP
http://purl.obolibrary.org/obo/MP_0005384,http://purl.obolibrary.org/obo/PHIPO_0000034,lexical,cellular phenotype (MPO),cell phenotype (PHIPO),MP,PHIPO
http://purl.obolibrary.org/obo/ZP_0002061,http://purl.obolibrary.org/obo/ZP_0006721,lexical,"cell retina decreased amount, abnormal (ZPO)","cell retina decreased amount, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0006721,http://purl.obolibrary.org/obo/ZP_0002061,lexical,"cell retina decreased amount, abnormal (ZPO)","cell retina decreased amount, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0005992,http://purl.obolibrary.org/obo/ZP_0006134,lexical,"cell retinal inner nuclear layer decreased amount, abnormal (ZPO)","cell retinal inner nuclear layer decreased amount, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0006134,http://purl.obolibrary.org/obo/ZP_0005992,lexical,"cell retinal inner nuclear layer decreased amount, abnormal (ZPO)","cell retinal inner nuclear layer decreased amount, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0018128,http://purl.obolibrary.org/obo/ZP_0130805,lexical,"cell retinal pigmented epithelium morphology, abnormal (ZPO)","cell retinal pigmented epithelium morphology, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/ZP_0130805,http://purl.obolibrary.org/obo/ZP_0018128,lexical,"cell retinal pigmented epithelium morphology, abnormal (ZPO)","cell retinal pigmented epithelium morphology, abnormal (ZPO)",ZP,ZP
http://purl.obolibrary.org/obo/PHIPO_0000407,http://purl.obolibrary.org/obo/FYPO_0000334,lexical,cellular component organization phenotype (PHIPO),cellular component organization phenotype (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0000334,http://purl.obolibrary.org/obo/PHIPO_0000407,lexical,cellular component organization phenotype (FYPO),cellular component organization phenotype (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/FYPO_0000140,http://purl.obolibrary.org/obo/PHIPO_0001147,lexical,cellular metabolism phenotype (FYPO),cellular metabolic process phenotype (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0001147,http://purl.obolibrary.org/obo/FYPO_0000140,lexical,cellular metabolic process phenotype (PHIPO),cellular metabolism phenotype (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0000114,http://purl.obolibrary.org/obo/PHIPO_0000930,lexical,cellular process phenotype (FYPO),cellular process phenotype (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0000930,http://purl.obolibrary.org/obo/FYPO_0000114,lexical,cellular process phenotype (PHIPO),cellular process phenotype (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/PHIPO_0000237,http://purl.obolibrary.org/obo/FYPO_0002333,lexical,protein localization phenotype (PHIPO),protein localization phenotype (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0002333,http://purl.obolibrary.org/obo/PHIPO_0000237,lexical,protein localization phenotype (FYPO),protein localization phenotype (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/HP_0001321,http://purl.obolibrary.org/obo/MP_0000851,lexical,Cerebellar hypoplasia (HPO),cerebellum hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000851,http://purl.obolibrary.org/obo/HP_0001321,lexical,cerebellum hypoplasia (MPO),Cerebellar hypoplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/WBPhenotype_0001502,http://purl.obolibrary.org/obo/FBcv_0000439,lexical,chemical resistant (WBP),chemical resistant (DPO),WBPhenotype,FBcv
http://purl.obolibrary.org/obo/FBcv_0000439,http://purl.obolibrary.org/obo/WBPhenotype_0001502,lexical,chemical resistant (DPO),chemical resistant (WBP),FBcv,WBPhenotype
http://purl.obolibrary.org/obo/MP_0005424,http://purl.obolibrary.org/obo/WBPhenotype_0000455,lexical,jerky movement (MPO),jerky movement (WBP),MP,WBPhenotype
http://purl.obolibrary.org/obo/WBPhenotype_0000455,http://purl.obolibrary.org/obo/MP_0005424,lexical,jerky movement (WBP),jerky movement (MPO),WBPhenotype,MP
http://purl.obolibrary.org/obo/HP_0000060,http://purl.obolibrary.org/obo/MP_0009101,lexical,Clitoral hypoplasia (HPO),clitoris hypoplasia (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0009101,http://purl.obolibrary.org/obo/HP_0000060,lexical,clitoris hypoplasia (MPO),Clitoral hypoplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000588,http://purl.obolibrary.org/obo/MP_0010716,lexical,Optic nerve coloboma (HPO),optic disk coloboma (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0010716,http://purl.obolibrary.org/obo/HP_0000588,lexical,optic disk coloboma (MPO),Optic nerve coloboma (HPO),MP,HP
http://purl.obolibrary.org/obo/MP_0010717,http://purl.obolibrary.org/obo/HP_0000588,lexical,optic nerve coloboma (MPO),Optic nerve coloboma (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000588,http://purl.obolibrary.org/obo/MP_0010717,lexical,Optic nerve coloboma (HPO),optic nerve coloboma (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0006326,http://purl.obolibrary.org/obo/HP_0000405,lexical,conductive hearing impairment (MPO),Conductive hearing impairment (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0000405,http://purl.obolibrary.org/obo/MP_0006326,lexical,Conductive hearing impairment (HPO),conductive hearing impairment (MPO),HP,MP
http://purl.obolibrary.org/obo/FYPO_0000280,http://purl.obolibrary.org/obo/MP_0001924,lexical,sterile (FYPO),infertility (MPO),FYPO,MP
http://purl.obolibrary.org/obo/MP_0001924,http://purl.obolibrary.org/obo/FYPO_0000280,lexical,infertility (MPO),sterile (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/APO_0000045,http://purl.obolibrary.org/obo/FBcv_0000364,lexical,sterile (APO),sterile (DPO),APO,FBcv
http://purl.obolibrary.org/obo/FBcv_0000364,http://purl.obolibrary.org/obo/APO_0000045,lexical,sterile (DPO),sterile (APO),FBcv,APO
http://purl.obolibrary.org/obo/MP_0030263,http://purl.obolibrary.org/obo/HP_0002007,lexical,cranial bossing (MPO),Frontal bossing (HPO),MP,HP
http://purl.obolibrary.org/obo/HP_0002007,http://purl.obolibrary.org/obo/MP_0030263,lexical,Frontal bossing (HPO),cranial bossing (MPO),HP,MP
http://purl.obolibrary.org/obo/HP_0001291,http://purl.obolibrary.org/obo/XPO_0101743,lexical,Abnormal cranial nerve morphology (HPO),abnormal cranial nerve morphology (XPO),HP,XPO
http://purl.obolibrary.org/obo/XPO_0101743,http://purl.obolibrary.org/obo/HP_0001291,lexical,abnormal cranial nerve morphology (XPO),Abnormal cranial nerve morphology (HPO),XPO,HP
http://purl.obolibrary.org/obo/MP_0001056,http://purl.obolibrary.org/obo/ZP_0005123,lexical,abnormal cranial nerve morphology (MPO),"cranial nerve morphology, abnormal (ZPO)",MP,ZP
http://purl.obolibrary.org/obo/ZP_0005123,http://purl.obolibrary.org/obo/MP_0001056,lexical,"cranial nerve morphology, abnormal (ZPO)",abnormal cranial nerve morphology (MPO),ZP,MP
http://purl.obolibrary.org/obo/MP_0000074,http://purl.obolibrary.org/obo/ZP_0020791,lexical,abnormal neurocranium morphology (MPO),"cranial vault morphology, abnormal (ZPO)",MP,ZP
http://purl.obolibrary.org/obo/ZP_0020791,http://purl.obolibrary.org/obo/MP_0000074,lexical,"cranial vault morphology, abnormal (ZPO)",abnormal neurocranium morphology (MPO),ZP,MP
http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/MP_0000081,lexical,Craniosynostosis (HPO),premature cranial suture closure (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0000081,http://purl.obolibrary.org/obo/HP_0001363,lexical,premature cranial suture closure (MPO),Craniosynostosis (HPO),MP,HP
http://purl.obolibrary.org/obo/PHIPO_0000149,http://purl.obolibrary.org/obo/FYPO_0000658,lexical,decreased DNA binding (PHIPO),decreased DNA binding (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0000658,http://purl.obolibrary.org/obo/PHIPO_0000149,lexical,decreased DNA binding (FYPO),decreased DNA binding (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/HP_0004313,http://purl.obolibrary.org/obo/MP_0001805,lexical,Decreased antibody level in blood (HPO),decreased IgG level (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0001805,http://purl.obolibrary.org/obo/HP_0004313,lexical,decreased IgG level (MPO),Decreased antibody level in blood (HPO),MP,HP
http://purl.obolibrary.org/obo/FYPO_0003885,http://purl.obolibrary.org/obo/MP_0020447,lexical,decreased NAD(P)H oxidase activity (FYPO),decreased NAD(P)H oxidase activity (MPO),FYPO,MP
http://purl.obolibrary.org/obo/MP_0020447,http://purl.obolibrary.org/obo/FYPO_0003885,lexical,decreased NAD(P)H oxidase activity (MPO),decreased NAD(P)H oxidase activity (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/FYPO_0002134,http://purl.obolibrary.org/obo/PHIPO_0000155,lexical,decreased RNA binding (FYPO),decreased RNA binding (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0000155,http://purl.obolibrary.org/obo/FYPO_0002134,lexical,decreased RNA binding (PHIPO),decreased RNA binding (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0000826,http://purl.obolibrary.org/obo/PHIPO_0001061,lexical,decreased RNA level (FYPO),decreased RNA level (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0001061,http://purl.obolibrary.org/obo/FYPO_0000826,lexical,decreased RNA level (PHIPO),decreased RNA level (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/DDPHENO_0001285,http://purl.obolibrary.org/obo/FYPO_0001868,lexical,decreased adenylate cyclase activity (DDPHENO),decreased adenylyl cyclase activity (FYPO),DDPHENO,FYPO
http://purl.obolibrary.org/obo/FYPO_0001868,http://purl.obolibrary.org/obo/DDPHENO_0001285,lexical,decreased adenylyl cyclase activity (FYPO),decreased adenylate cyclase activity (DDPHENO),FYPO,DDPHENO
http://purl.obolibrary.org/obo/HP_0000835,http://purl.obolibrary.org/obo/MP_0002768,lexical,Adrenal hypoplasia (HPO),small adrenal glands (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0002768,http://purl.obolibrary.org/obo/HP_0000835,lexical,small adrenal glands (MPO),Adrenal hypoplasia (HPO),MP,HP
http://purl.obolibrary.org/obo/FYPO_0003734,http://purl.obolibrary.org/obo/MP_0020119,lexical,decreased alcohol dehydrogenase activity (FYPO),decreased alcohol dehydrogenase activity (MPO),FYPO,MP
http://purl.obolibrary.org/obo/MP_0020119,http://purl.obolibrary.org/obo/FYPO_0003734,lexical,decreased alcohol dehydrogenase activity (MPO),decreased alcohol dehydrogenase activity (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/FYPO_0007042,http://purl.obolibrary.org/obo/MP_0011585,lexical,decreased alkaline phosphatase activity (FYPO),decreased alkaline phosphatase activity (MPO),FYPO,MP
http://purl.obolibrary.org/obo/MP_0011585,http://purl.obolibrary.org/obo/FYPO_0007042,lexical,decreased alkaline phosphatase activity (MPO),decreased alkaline phosphatase activity (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/FYPO_0000376,http://purl.obolibrary.org/obo/MP_0006043,lexical,decreased frequency of apoptosis (FYPO),decreased apoptosis (MPO),FYPO,MP
http://purl.obolibrary.org/obo/MP_0006043,http://purl.obolibrary.org/obo/FYPO_0000376,lexical,decreased apoptosis (MPO),decreased frequency of apoptosis (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/MP_0030940,http://purl.obolibrary.org/obo/DDPHENO_0000007,lexical,impaired autophagy (MPO),decreased autophagy (DDPHENO),MP,DDPHENO
http://purl.obolibrary.org/obo/DDPHENO_0000007,http://purl.obolibrary.org/obo/MP_0030940,lexical,decreased autophagy (DDPHENO),impaired autophagy (MPO),DDPHENO,MP
http://purl.obolibrary.org/obo/MP_0011594,http://purl.obolibrary.org/obo/FYPO_0003387,lexical,decreased catalase activity (MPO),decreased catalase activity (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/FYPO_0003387,http://purl.obolibrary.org/obo/MP_0011594,lexical,decreased catalase activity (FYPO),decreased catalase activity (MPO),FYPO,MP
http://purl.obolibrary.org/obo/XPO_0103579,http://purl.obolibrary.org/obo/MP_0001258,lexical,decreased length of trunk (XPO),decreased body length (MPO),XPO,MP
http://purl.obolibrary.org/obo/MP_0001258,http://purl.obolibrary.org/obo/XPO_0103579,lexical,decreased body length (MPO),decreased length of trunk (XPO),MP,XPO
http://purl.obolibrary.org/obo/MP_0011588,http://purl.obolibrary.org/obo/FYPO_0003434,lexical,decreased ornithine carbamoyltransferase activity (MPO),decreased ornithine carbamoyltransferase activity (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/FYPO_0003434,http://purl.obolibrary.org/obo/MP_0011588,lexical,decreased ornithine carbamoyltransferase activity (FYPO),decreased ornithine carbamoyltransferase activity (MPO),FYPO,MP
http://purl.obolibrary.org/obo/HP_0012517,http://purl.obolibrary.org/obo/DDPHENO_0001333,lexical,Reduced catalase activity (HPO),decreased catalase activity (DDPHENO),HP,DDPHENO
http://purl.obolibrary.org/obo/DDPHENO_0001333,http://purl.obolibrary.org/obo/HP_0012517,lexical,decreased catalase activity (DDPHENO),Reduced catalase activity (HPO),DDPHENO,HP
http://purl.obolibrary.org/obo/PHIPO_0000436,http://purl.obolibrary.org/obo/FYPO_0000663,lexical,decreased catalytic activity (PHIPO),decreased catalytic activity (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0000663,http://purl.obolibrary.org/obo/PHIPO_0000436,lexical,decreased catalytic activity (FYPO),decreased catalytic activity (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/FBcv_0000426,http://purl.obolibrary.org/obo/MP_0012555,lexical,decreased cell death (DPO),decreased cell death (MPO),FBcv,MP
http://purl.obolibrary.org/obo/MP_0012555,http://purl.obolibrary.org/obo/FBcv_0000426,lexical,decreased cell death (MPO),decreased cell death (DPO),MP,FBcv
http://purl.obolibrary.org/obo/FYPO_0004075,http://purl.obolibrary.org/obo/FBcv_0000718,lexical,decreased cell growth (FYPO),decreased cell growth (DPO),FYPO,FBcv
http://purl.obolibrary.org/obo/FBcv_0000718,http://purl.obolibrary.org/obo/FYPO_0004075,lexical,decreased cell growth (DPO),decreased cell growth (FYPO),FBcv,FYPO
http://purl.obolibrary.org/obo/DDPHENO_0000379,http://purl.obolibrary.org/obo/FYPO_0000023,lexical,decreased cell size (DDPHENO),small cell (FYPO),DDPHENO,FYPO
http://purl.obolibrary.org/obo/FYPO_0000023,http://purl.obolibrary.org/obo/DDPHENO_0000379,lexical,small cell (FYPO),decreased cell size (DDPHENO),FYPO,DDPHENO
http://purl.obolibrary.org/obo/FBcv_0000425,http://purl.obolibrary.org/obo/MP_0012556,lexical,increased cell death (DPO),increased cell death (MPO),FBcv,MP
http://purl.obolibrary.org/obo/MP_0012556,http://purl.obolibrary.org/obo/FBcv_0000425,lexical,increased cell death (MPO),increased cell death (DPO),MP,FBcv
http://purl.obolibrary.org/obo/FYPO_0001660,http://purl.obolibrary.org/obo/PHIPO_0001023,lexical,decreased cellular cAMP level (FYPO),decreased cellular cAMP level (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0001023,http://purl.obolibrary.org/obo/FYPO_0001660,lexical,decreased cellular cAMP level (PHIPO),decreased cellular cAMP level (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0003769,http://purl.obolibrary.org/obo/MP_0011639,lexical,decreased cellular mtDNA level (FYPO),decreased mitochondrial DNA content (MPO),FYPO,MP
http://purl.obolibrary.org/obo/MP_0011639,http://purl.obolibrary.org/obo/FYPO_0003769,lexical,decreased mitochondrial DNA content (MPO),decreased cellular mtDNA level (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/FYPO_0002326,http://purl.obolibrary.org/obo/MP_0012225,lexical,decreased cellular sterol level (FYPO),decreased sterol level (MPO),FYPO,MP
http://purl.obolibrary.org/obo/MP_0012225,http://purl.obolibrary.org/obo/FYPO_0002326,lexical,decreased sterol level (MPO),decreased cellular sterol level (FYPO),MP,FYPO
http://purl.obolibrary.org/obo/HP_0012213,http://purl.obolibrary.org/obo/MP_0005558,lexical,Decreased glomerular filtration rate (HPO),decreased creatinine clearance (MPO),HP,MP
http://purl.obolibrary.org/obo/MP_0005558,http://purl.obolibrary.org/obo/HP_0012213,lexical,decreased creatinine clearance (MPO),Decreased glomerular filtration rate (HPO),MP,HP
http://purl.obolibrary.org/obo/FYPO_0005285,http://purl.obolibrary.org/obo/XPO_0133390,lexical,decreased cysteine-type endopeptidase activity (FYPO),decreased cysteine-type endopeptidase activity (XPO),FYPO,XPO
http://purl.obolibrary.org/obo/XPO_0133390,http://purl.obolibrary.org/obo/FYPO_0005285,lexical,decreased cysteine-type endopeptidase activity (XPO),decreased cysteine-type endopeptidase activity (FYPO),XPO,FYPO
http://purl.obolibrary.org/obo/DDPHENO_0000572,http://purl.obolibrary.org/obo/FYPO_0003912,lexical,decreased double-strand break repair via homologous recombination (DDPHENO),decreased double-strand break repair via homologous recombination (FYPO),DDPHENO,FYPO
http://purl.obolibrary.org/obo/FYPO_0003912,http://purl.obolibrary.org/obo/DDPHENO_0000572,lexical,decreased double-strand break repair via homologous recombination (FYPO),decreased double-strand break repair via homologous recombination (DDPHENO),FYPO,DDPHENO
http://purl.obolibrary.org/obo/FYPO_0004287,http://purl.obolibrary.org/obo/DDPHENO_0000577,lexical,decreased double-strand break repair via nonhomologous end joining (FYPO),decreased double-strand break repair via nonhomologous end joining (DDPHENO),FYPO,DDPHENO
http://purl.obolibrary.org/obo/DDPHENO_0000577,http://purl.obolibrary.org/obo/FYPO_0004287,lexical,decreased double-strand break repair via nonhomologous end joining (DDPHENO),decreased double-strand break repair via nonhomologous end joining (FYPO),DDPHENO,FYPO
http://purl.obolibrary.org/obo/FYPO_0005785,http://purl.obolibrary.org/obo/PHIPO_0000140,lexical,decreased duration of protein-protein interaction (FYPO),decreased duration of protein-protein interaction (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0000140,http://purl.obolibrary.org/obo/FYPO_0005785,lexical,decreased duration of protein-protein interaction (PHIPO),decreased duration of protein-protein interaction (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/FYPO_0004572,http://purl.obolibrary.org/obo/DDPHENO_0001111,lexical,decreased exocytosis (FYPO),decreased exocytosis (DDPHENO),FYPO,DDPHENO
http://purl.obolibrary.org/obo/DDPHENO_0001111,http://purl.obolibrary.org/obo/FYPO_0004572,lexical,decreased exocytosis (DDPHENO),decreased exocytosis (FYPO),DDPHENO,FYPO
http://purl.obolibrary.org/obo/FYPO_0005784,http://purl.obolibrary.org/obo/PHIPO_0000141,lexical,decreased extent and duration of protein-protein interaction (FYPO),decreased extent and duration of protein-protein interaction (PHIPO),FYPO,PHIPO
http://purl.obolibrary.org/obo/PHIPO_0000141,http://purl.obolibrary.org/obo/FYPO_0005784,lexical,decreased extent and duration of protein-protein interaction (PHIPO),decreased extent and duration of protein-protein interaction (FYPO),PHIPO,FYPO
http://purl.obolibrary.org/obo/DDPHENO_0000428,http://purl.obolibrary.org/obo/MP_0005282,lexical,decreased fatty acid level (DDPHENO),decreased fatty acid level (MPO),DDPHENO,MP
http://purl.obolibrary.org/obo/MP_0005282,http://purl.obolibrary.org/obo/DDPHENO_0000428,lexical,decreased fatty acid level (MPO),decreased fatty acid level (DDPHENO),MP,DDPHENO
http://purl.obolibrary.org/obo/FBcv_0006002,http://purl.obolibrary.org/obo/FBcv_0000365,lexical,decreased fecundity (DPO),semi-sterile (DPO),FBcv,FBcv
http://purl.obolibrary.org/obo/FBcv_0000365,http://purl.obolibrary.org/obo/FBcv_0006002,lexical,semi-sterile (DPO),decreased fecundity (DPO),FBcv,FBcv
http://purl.obolibrary.org/obo/DDPHENO_0000504,http://purl.obolibrary.org/obo/FYPO_0000584,lexical,decreased sporulation (DDPHENO),decreased sporulation frequency (FYPO),DDPHENO,FYPO
http://purl.obolibrary.org/obo/FYPO_0000584,http://purl.obolibrary.org/obo/DDPHENO_0000504,lexical,decreased sporulation frequency (FYPO),decreased sporulation (DDPHENO),FYPO,DDPHENO
http://purl.obolibrary.org/obo/DDPHENO_0001519,http://purl.obolibrary.org/obo/MP_0006039,lexical,decreased mitochondrial fission (DDPHENO),decreased mitochondrial fission (MPO),DDPHENO,MP
http://purl.obolibrary.org/obo/MP_0006039,http://purl.obolibrary.org/obo/DDPHENO_0001519,lexical,decreased mitochondrial fission (MPO),decreased mitochondrial fission (DDPHENO),MP,DDPHENO
http://purl.obolibrary.org/obo/FYPO_0006549,http://purl.obolibrary.org/obo/DDPHENO_0000300,lexical,decreased gene expression (FYPO),decreased gene expression (DDPHENO),FYPO,DDPHENO
http://purl.obolibrary.org/obo/DDPHENO_0000300,http://purl.obolibrary.org/obo/FYPO_0006549,lexical,decreased gene expression (DDPHENO),decreased gene expression (FYPO),DDPHENO,FYPO
http://purl.obolibrary.org/obo/HP_0012234,http://purl.obolibrary.org/obo/HP_0001913,lexical,Agranulocytosis (HPO),Granulocytopenia (HPO),HP,HP
