p1,p1l,p2,p2l
http://purl.obolibrary.org/obo/MP_0012762,abnormal alpha-beta T cell morphology (MPO),http://purl.obolibrary.org/obo/HP_0030333,Abnormal alpha-beta T cell morphology (HPO)
http://purl.obolibrary.org/obo/MP_0004361,bowed ulna (MPO),http://purl.obolibrary.org/obo/HP_0003031,Ulnar bowing (HPO)
http://purl.obolibrary.org/obo/MP_0003795,abnormal bone structure (MPO),http://purl.obolibrary.org/obo/HP_0003330,Abnormal bone structure (HPO)
http://purl.obolibrary.org/obo/MP_0030751,decreased circulating leucine level (MPO),http://purl.obolibrary.org/obo/HP_0500143,Hypoleucinemia (HPO)
http://purl.obolibrary.org/obo/ZP_0015394,"melanocyte integument absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001928,"melanocyte absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0007770,Hypoplasia of the retina (HPO),http://purl.obolibrary.org/obo/MP_0002984,retina hypoplasia (MPO)
http://purl.obolibrary.org/obo/MP_0003348,hypopituitarism (MPO),http://purl.obolibrary.org/obo/HP_0040075,Hypopituitarism (HPO)
http://purl.obolibrary.org/obo/MP_0006120,mitral valve prolapse (MPO),http://purl.obolibrary.org/obo/HP_0001634,Mitral valve prolapse (HPO)
http://purl.obolibrary.org/obo/MP_0008108,abnormal small intestinal villus morphology (MPO),http://purl.obolibrary.org/obo/HP_0011472,Abnormality of small intestinal villus morphology (HPO)
http://purl.obolibrary.org/obo/MP_0003377,late onset of menarche (MPO),http://purl.obolibrary.org/obo/HP_0012569,Delayed menarche (HPO)
http://purl.obolibrary.org/obo/HP_0005182,Bicuspid pulmonary valve (HPO),http://purl.obolibrary.org/obo/MP_0010527,bicuspid pulmonary valve (MPO)
http://purl.obolibrary.org/obo/ZP_0000132,"ceratohyal cartilage malformed, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0013937,"ceratohyal cartilage pharyngeal arch 2 malformed, abnormal (ZPO)"
http://purl.obolibrary.org/obo/XPO_0136700,decreased apoptosis in cardiovascular system (XPO),http://purl.obolibrary.org/obo/XPO_0137009,decreased apoptosis in circulatory system (XPO)
http://purl.obolibrary.org/obo/MP_0002696,decreased circulating glucagon level (MPO),http://purl.obolibrary.org/obo/HP_0030689,Decreased glucagon level (HPO)
http://purl.obolibrary.org/obo/MP_0011435,increased urine magnesium level (MPO),http://purl.obolibrary.org/obo/HP_0012608,Hypermagnesiuria (HPO)
http://purl.obolibrary.org/obo/MP_0030053,increased forehead pigmentation (MPO),http://purl.obolibrary.org/obo/HP_0005336,Forehead hyperpigmentation (HPO)
http://purl.obolibrary.org/obo/ZP_0002428,"embryo development process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000749,embryonic development variant (WBP)
http://purl.obolibrary.org/obo/HP_0004382,Mitral valve calcification (HPO),http://purl.obolibrary.org/obo/MP_0006121,calcified mitral valve (MPO)
http://purl.obolibrary.org/obo/HP_0001009,Telangiectasia (HPO),http://purl.obolibrary.org/obo/MP_0004175,telangiectases (MPO)
http://purl.obolibrary.org/obo/HP_0001659,Aortic regurgitation (HPO),http://purl.obolibrary.org/obo/MP_0006047,aortic valve regurgitation (MPO)
http://purl.obolibrary.org/obo/MP_0004667,vertebral body hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0008479,Hypoplastic vertebral bodies (HPO)
http://purl.obolibrary.org/obo/ZP_0001111,"iridophore decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0007858,"iridophore head decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0002282,abnormal trachea morphology (MPO),http://purl.obolibrary.org/obo/HP_0002778,Abnormal trachea morphology (HPO)
http://purl.obolibrary.org/obo/ZP_0100041,"cardiac muscle cell amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0013860,"cardiac muscle cell heart amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0002901,Hypocalcemia (HPO),http://purl.obolibrary.org/obo/MP_0000195,decreased circulating calcium level (MPO)
http://purl.obolibrary.org/obo/ZP_0014297,"actinotrichium median fin fold absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0014737,"fin fold actinotrichium absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/PHIPO_0000820,sensitive to abamectin (PHIPO),http://purl.obolibrary.org/obo/WBPhenotype_0002050,abamectin sensitive (WBP)
http://purl.obolibrary.org/obo/MP_0003417,premature endochondral bone ossification (MPO),http://purl.obolibrary.org/obo/ZP_0004198,"endochondral ossification premature, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0102722,"eating behavior process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/HP_0100738,Abnormal eating behavior (HPO)
http://purl.obolibrary.org/obo/HP_0000248,Brachycephaly (HPO),http://purl.obolibrary.org/obo/MP_0000435,shortened head (MPO)
http://purl.obolibrary.org/obo/HP_0003072,Hypercalcemia (HPO),http://purl.obolibrary.org/obo/MP_0000194,increased circulating calcium level (MPO)
http://purl.obolibrary.org/obo/ZP_0008660,"rhombomere hindbrain condensed, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001026,"rhombomere condensed, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0011063,Abnormality of incisor morphology (HPO),http://purl.obolibrary.org/obo/MP_0005358,abnormal incisor morphology (MPO)
http://purl.obolibrary.org/obo/MP_0001805,decreased IgG level (MPO),http://purl.obolibrary.org/obo/HP_0004315,Decreased circulating IgG level (HPO)
http://purl.obolibrary.org/obo/MP_0030080,small lower incisors (MPO),http://purl.obolibrary.org/obo/HP_0001593,Maxillary lateral incisor microdontia (HPO)
http://purl.obolibrary.org/obo/ZP_0009477,"response to starvation process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/FBcv_0000708,starvation stress response defective (DPO)
http://purl.obolibrary.org/obo/MP_0011513,abnormal vertebral artery morphology (MPO),http://purl.obolibrary.org/obo/HP_0030321,Abnormal vertebral artery morphology (HPO)
http://purl.obolibrary.org/obo/HP_0004962,Thoracic aorta calcification (HPO),http://purl.obolibrary.org/obo/MP_0010523,calcified thoracic aorta (MPO)
http://purl.obolibrary.org/obo/HP_0002014,Diarrhea (HPO),http://purl.obolibrary.org/obo/MP_0005036,diarrhea (MPO)
http://purl.obolibrary.org/obo/HP_0004325,Decreased body weight (HPO),http://purl.obolibrary.org/obo/MP_0001262,decreased body weight (MPO)
http://purl.obolibrary.org/obo/ZP_0015692,"adrenocorticotropic hormone secreting cell central nervous system increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0016150,"adrenocorticotropic hormone secreting cell increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0004731,increased circulating gastrin level (MPO),http://purl.obolibrary.org/obo/HP_0500167,Hypergastrinemia (HPO)
http://purl.obolibrary.org/obo/HP_0005645,Intervertebral disk calcification (HPO),http://purl.obolibrary.org/obo/MP_0004685,calcified intervertebral disk (MPO)
http://purl.obolibrary.org/obo/MP_0009203,external male genitalia hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0000050,Hypoplastic male external genitalia (HPO)
http://purl.obolibrary.org/obo/XPO_0129347,decreased size of the optic field (XPO),http://purl.obolibrary.org/obo/XPO_0103337,decreased size of the eye primordium (XPO)
http://purl.obolibrary.org/obo/HP_0005815,Supernumerary ribs (HPO),http://purl.obolibrary.org/obo/MP_0000480,increased rib number (MPO)
http://purl.obolibrary.org/obo/ZP_0022720,"feeding behavior process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0131408,abnormal feeding behavior (XPO)
http://purl.obolibrary.org/obo/MP_0006387,abnormal T cell number (MPO),http://purl.obolibrary.org/obo/HP_0011839,Abnormal T cell count (HPO)
http://purl.obolibrary.org/obo/MP_0004594,abnormal mandibular coronoid process morphology (MPO),http://purl.obolibrary.org/obo/HP_3000078,Abnormal mandible coronoid process morphology (HPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000474,muscle attachment variant (WBP),http://purl.obolibrary.org/obo/ZP_0003267,"muscle attachment process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0000488,"myocardial precursor heart primordium decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0003743,"myocardial precursor decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0003205,testicular atrophy (MPO),http://purl.obolibrary.org/obo/HP_0000029,Testicular atrophy (HPO)
http://purl.obolibrary.org/obo/HP_0011016,Abnormality of urine glucose concentration (HPO),http://purl.obolibrary.org/obo/MP_0001758,abnormal urine glucose level (MPO)
http://purl.obolibrary.org/obo/HP_0500132,Hypovalinemia (HPO),http://purl.obolibrary.org/obo/MP_0030728,decreased circulating valine level (MPO)
http://purl.obolibrary.org/obo/MP_0000063,decreased bone mineral density (MPO),http://purl.obolibrary.org/obo/HP_0000938,Osteopenia (HPO)
http://purl.obolibrary.org/obo/MP_0001152,Leydig cell hyperplasia (MPO),http://purl.obolibrary.org/obo/HP_0010791,Hyperplasia of the Leydig cells (HPO)
http://purl.obolibrary.org/obo/MP_0004719,absent vestibular nerve (MPO),http://purl.obolibrary.org/obo/HP_0011393,Aplasia of the vestibular nerve. (HPO)
http://purl.obolibrary.org/obo/HP_0002161,Hyperlysinemia (HPO),http://purl.obolibrary.org/obo/MP_0030718,increased circulating lysine level (MPO)
http://purl.obolibrary.org/obo/HP_0500253,Increased level of gamma-aminobutyric acid in urine (HPO),http://purl.obolibrary.org/obo/MP_0030734,increased urine gamma-aminobutyric acid level (MPO)
http://purl.obolibrary.org/obo/ZP_0017234,"cardiac muscle cell heart decreased contractility, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0003074,"cardiac muscle cell decreased contractility, abnormal (ZPO)"
http://purl.obolibrary.org/obo/WBPhenotype_0001724,tunicamycin hypersensitive (WBP),http://purl.obolibrary.org/obo/PHIPO_0000796,sensitive to tunicamycin (PHIPO)
http://purl.obolibrary.org/obo/ZP_0002171,"heart contraction irregular rhythm, abnormal (ZPO)",http://purl.obolibrary.org/obo/HP_0011675,Arrhythmia (HPO)
http://purl.obolibrary.org/obo/ZP_0011783,"myelination in peripheral nervous system process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/HP_0003130,Abnormal peripheral myelination (HPO)
http://purl.obolibrary.org/obo/HP_0011755,Ectopic posterior pituitary (HPO),http://purl.obolibrary.org/obo/MP_0013358,ectopic neurohypophysis (MPO)
http://purl.obolibrary.org/obo/XPO_0131407,abnormal mating behavior (XPO),http://purl.obolibrary.org/obo/FBcv_0000721,mating behavior defective (DPO)
http://purl.obolibrary.org/obo/HP_0003218,Oroticaciduria (HPO),http://purl.obolibrary.org/obo/MP_0011765,oroticaciduria (MPO)
http://purl.obolibrary.org/obo/HP_0008070,Sparse hair (HPO),http://purl.obolibrary.org/obo/MP_0000416,sparse hair (MPO)
http://purl.obolibrary.org/obo/HP_0010946,Dilatation of the renal pelvis (HPO),http://purl.obolibrary.org/obo/MP_0000519,hydronephrosis (MPO)
http://purl.obolibrary.org/obo/FBcv_0000440,chemical sensitive (DPO),http://purl.obolibrary.org/obo/PHIPO_0000021,increased sensitivity to chemical (PHIPO)
http://purl.obolibrary.org/obo/MP_0003502,increased activity of thyroid gland (MPO),http://purl.obolibrary.org/obo/HP_0000836,Hyperthyroidism (HPO)
http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema (HPO),http://purl.obolibrary.org/obo/MP_0003828,pulmonary edema (MPO)
http://purl.obolibrary.org/obo/ZP_0000012,"somite morphology, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0002565,"somite trunk morphology, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0000019,thick ears (MPO),http://purl.obolibrary.org/obo/HP_0009894,Thickened ears (HPO)
http://purl.obolibrary.org/obo/PHIPO_0000702,resistance to phosphomycin (PHIPO),http://purl.obolibrary.org/obo/PHIPO_0000697,resistance to fosfomycin (PHIPO)
http://purl.obolibrary.org/obo/HP_0006277,Pancreatic hyperplasia (HPO),http://purl.obolibrary.org/obo/MP_0009110,pancreas hyperplasia (MPO)
http://purl.obolibrary.org/obo/MP_0004620,cervical vertebral fusion (MPO),http://purl.obolibrary.org/obo/HP_0002949,Fused cervical vertebrae (HPO)
http://purl.obolibrary.org/obo/HP_0001961,Hypoplastic heart (HPO),http://purl.obolibrary.org/obo/MP_0002740,heart hypoplasia (MPO)
http://purl.obolibrary.org/obo/HP_0030895,Abnormal gastrointestinal motility (HPO),http://purl.obolibrary.org/obo/ZP_0011008,"gastro-intestinal system smooth muscle contraction process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0030347,Abnormal circulating androgen level (HPO),http://purl.obolibrary.org/obo/MP_0009819,abnormal circulating androgen level (MPO)
http://purl.obolibrary.org/obo/MP_0020400,cystinuria (MPO),http://purl.obolibrary.org/obo/HP_0003131,Cystinuria (HPO)
http://purl.obolibrary.org/obo/MP_0030206,thin nasal septum (MPO),http://purl.obolibrary.org/obo/HP_0009936,Narrow nasal septum (HPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000775,meiosis variant (WBP),http://purl.obolibrary.org/obo/FBcv_0000431,meiotic cell cycle defective (DPO)
http://purl.obolibrary.org/obo/HP_0040134,Abnormal hepatic iron concentration (HPO),http://purl.obolibrary.org/obo/MP_0008738,abnormal liver iron level (MPO)
http://purl.obolibrary.org/obo/HP_0000789,Infertility (HPO),http://purl.obolibrary.org/obo/MP_0001924,infertility (MPO)
http://purl.obolibrary.org/obo/MP_0011654,histidinuria (MPO),http://purl.obolibrary.org/obo/HP_0002927,Histidinuria (HPO)
http://purl.obolibrary.org/obo/ZP_0012632,"spermatogenesis delayed, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000356,spermatogenesis delayed (WBP)
http://purl.obolibrary.org/obo/HP_0001593,Maxillary lateral incisor microdontia (HPO),http://purl.obolibrary.org/obo/MP_0030080,small lower incisors (MPO)
http://purl.obolibrary.org/obo/MP_0003624,anuria (MPO),http://purl.obolibrary.org/obo/HP_0100519,Anuria (HPO)
http://purl.obolibrary.org/obo/XPO_0140677,abnormally necrotic trunk region (XPO),http://purl.obolibrary.org/obo/XPO_0139746,abnormally necrotic trunk (XPO)
http://purl.obolibrary.org/obo/MP_0008914,enlarged cerebellum (MPO),http://purl.obolibrary.org/obo/HP_0012081,Enlarged cerebellum (HPO)
http://purl.obolibrary.org/obo/MP_0001253,abnormal body height (MPO),http://purl.obolibrary.org/obo/HP_0000002,Abnormality of body height (HPO)
http://purl.obolibrary.org/obo/HP_0001089,Iris atrophy (HPO),http://purl.obolibrary.org/obo/MP_0006228,iris atrophy (MPO)
http://purl.obolibrary.org/obo/HP_0003527,Hyperprostaglandinuria (HPO),http://purl.obolibrary.org/obo/MP_0011563,increased urine prostaglandin level (MPO)
http://purl.obolibrary.org/obo/MP_0003349,abnormal circulating renin level (MPO),http://purl.obolibrary.org/obo/HP_0040084,Abnormal circulating renin (HPO)
http://purl.obolibrary.org/obo/MP_0020837,decreased circulating citrulline level (MPO),http://purl.obolibrary.org/obo/HP_0003572,Low plasma citrulline (HPO)
http://purl.obolibrary.org/obo/HP_0002777,Tracheal stenosis (HPO),http://purl.obolibrary.org/obo/MP_0010883,trachea stenosis (MPO)
http://purl.obolibrary.org/obo/HP_0003198,Myopathy (HPO),http://purl.obolibrary.org/obo/MP_0000751,myopathy (MPO)
http://purl.obolibrary.org/obo/MP_0011743,abnormal Golgi apparatus morphology (MPO),http://purl.obolibrary.org/obo/WBPhenotype_0002096,golgi apparatus morphology variant (WBP)
http://purl.obolibrary.org/obo/MP_0005146,decreased circulating VLDL cholesterol level (MPO),http://purl.obolibrary.org/obo/HP_0031243,Decreased VLDL cholesterol concentration (HPO)
http://purl.obolibrary.org/obo/MP_0006274,abnormal urine sodium level (MPO),http://purl.obolibrary.org/obo/HP_0012603,Abnormal urine sodium concentration (HPO)
http://purl.obolibrary.org/obo/HP_0011990,Abnormality of neutrophil physiology (HPO),http://purl.obolibrary.org/obo/MP_0002463,abnormal neutrophil physiology (MPO)
http://purl.obolibrary.org/obo/HP_0000103,Polyuria (HPO),http://purl.obolibrary.org/obo/MP_0001762,polyuria (MPO)
http://purl.obolibrary.org/obo/ZP_0021788,"primary islet endocrine pancreas decreased size, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0001108,"primary islet decreased size, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_3000066,Abnormal lacrimal sac morphology (HPO),http://purl.obolibrary.org/obo/MP_3000005,abnormal lacrimal sac morphology (MPO)
http://purl.obolibrary.org/obo/ZP_0021456,"melanocyte hyperplastic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0015775,"melanocyte head hyperplastic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/XPO_0127713,abnormally localised trunk region (XPO),http://purl.obolibrary.org/obo/XPO_0126363,abnormally localised trunk (XPO)
http://purl.obolibrary.org/obo/XPO_0131748,abnormal convergent extension involved in notochord morphogenesis (XPO),http://purl.obolibrary.org/obo/ZP_0106173,"convergent extension involved in notochord morphogenesis process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0008844,decreased subcutaneous adipose tissue amount (MPO),http://purl.obolibrary.org/obo/HP_0003758,Reduced subcutaneous adipose tissue (HPO)
http://purl.obolibrary.org/obo/PHIPO_0000978,sensitive to sodium chloride (PHIPO),http://purl.obolibrary.org/obo/WBPhenotype_0001095,organism high sodium chloride hypersensitive (WBP)
http://purl.obolibrary.org/obo/HP_0000426,Prominent nasal bridge (HPO),http://purl.obolibrary.org/obo/MP_0030037,prominent nasal bridge (MPO)
http://purl.obolibrary.org/obo/HP_0000280,Coarse facial features (HPO),http://purl.obolibrary.org/obo/MP_0030074,coarse facial features (MPO)
http://purl.obolibrary.org/obo/HP_0040254,Decreased size of the clitoris (HPO),http://purl.obolibrary.org/obo/MP_0003530,small clitoris (MPO)
http://purl.obolibrary.org/obo/XPO_0132387,abnormal development of trunk region (XPO),http://purl.obolibrary.org/obo/XPO_0131788,abnormal development of trunk (XPO)
http://purl.obolibrary.org/obo/MP_0002132,abnormal respiratory system morphology (MPO),http://purl.obolibrary.org/obo/HP_0012252,Abnormal respiratory system morphology (HPO)
http://purl.obolibrary.org/obo/HP_0002249,Melena (HPO),http://purl.obolibrary.org/obo/MP_0003292,melena (MPO)
http://purl.obolibrary.org/obo/MP_0003288,intestinal edema (MPO),http://purl.obolibrary.org/obo/HP_0005225,Intestinal edema (HPO)
http://purl.obolibrary.org/obo/XPO_0134253,increased apoptosis in optic field (XPO),http://purl.obolibrary.org/obo/XPO_0133707,increased apoptosis in eye primordium (XPO)
http://purl.obolibrary.org/obo/MP_0003769,abnormal lip morphology (MPO),http://purl.obolibrary.org/obo/HP_0000159,Abnormal lip morphology (HPO)
http://purl.obolibrary.org/obo/ZP_0103409,"mating behavior process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/XPO_0131407,abnormal mating behavior (XPO)
http://purl.obolibrary.org/obo/WBPhenotype_0000216,cell fate specification variant (WBP),http://purl.obolibrary.org/obo/ZP_0013172,"cell fate specification process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0000882,Hypoplastic scapulae (HPO),http://purl.obolibrary.org/obo/MP_0004344,scapular bone hypoplasia (MPO)
http://purl.obolibrary.org/obo/ZP_0018942,"lens eye opaque, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0004779,"lens opaque, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0003736,folded helix (MPO),http://purl.obolibrary.org/obo/HP_0008544,Abnormally folded helix (HPO)
http://purl.obolibrary.org/obo/ZP_0015879,"retinal ganglion cell eye decreased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0000657,"retinal ganglion cell decreased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/ZP_0012502,"axis malformed, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0014551,"axis whole organism malformed, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0002716,Lymphadenopathy (HPO),http://purl.obolibrary.org/obo/MP_0008102,lymph node hyperplasia (MPO)
http://purl.obolibrary.org/obo/ZP_0014991,"testis increased amount, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0021837,"testis male organism increased amount, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0010208,prognathia (MPO),http://purl.obolibrary.org/obo/HP_0000303,Mandibular prognathia (HPO)
http://purl.obolibrary.org/obo/MP_0004022,abnormal cone electrophysiology (MPO),http://purl.obolibrary.org/obo/ZP_0005465,"response to light stimulus quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0011486,Abnormality of corneal thickness (HPO),http://purl.obolibrary.org/obo/MP_0011961,abnormal cornea thickness (MPO)
http://purl.obolibrary.org/obo/MP_0000184,abnormal circulating HDL cholesterol level (MPO),http://purl.obolibrary.org/obo/HP_0031888,Abnormal HDL cholesterol concentration (HPO)
http://purl.obolibrary.org/obo/MP_0000632,abnormal pineal gland morphology (MPO),http://purl.obolibrary.org/obo/HP_0012681,Abnormality of pineal morphology (HPO)
http://purl.obolibrary.org/obo/FBcv_0000411,visual behavior defective (DPO),http://purl.obolibrary.org/obo/ZP_0013173,"visual behavior process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0032445,Pulmonary cyst (HPO),http://purl.obolibrary.org/obo/MP_0004880,lung cysts (MPO)
http://purl.obolibrary.org/obo/HP_0012133,Erythroid hypoplasia (HPO),http://purl.obolibrary.org/obo/MP_0008973,decreased erythroid progenitor cell number (MPO)
http://purl.obolibrary.org/obo/FBcv_0000671,cell cycle defective (DPO),http://purl.obolibrary.org/obo/WBPhenotype_0000740,cell cycle variant (WBP)
http://purl.obolibrary.org/obo/ZP_0108081,"roof plate quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0110016,"roof plate neural tube region quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0001946,Ketosis (HPO),http://purl.obolibrary.org/obo/MP_0030970,ketosis (MPO)
http://purl.obolibrary.org/obo/HP_0031567,Abnormal aortic valve cusp morphology (HPO),http://purl.obolibrary.org/obo/MP_0010595,abnormal aortic valve cusp morphology (MPO)
http://purl.obolibrary.org/obo/MP_0030892,epiglottis hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0005349,Hypoplasia of the epiglottis (HPO)
http://purl.obolibrary.org/obo/MP_0030630,increased circulating methylmalonic acid level (MPO),http://purl.obolibrary.org/obo/HP_0002912,Methylmalonic acidemia (HPO)
http://purl.obolibrary.org/obo/FBcv_0000395,locomotor rhythm defective (DPO),http://purl.obolibrary.org/obo/ZP_0011149,"locomotor rhythm process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0012863,Abnormal male germ cell morphology (HPO),http://purl.obolibrary.org/obo/MP_0006362,abnormal male germ cell morphology (MPO)
http://purl.obolibrary.org/obo/ZP_0016611,"somite whole organism absent, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0005153,"somite trunk absent, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0002592,Gastric ulcer (HPO),http://purl.obolibrary.org/obo/MP_0003282,gastric ulcer (MPO)
http://purl.obolibrary.org/obo/HP_0007543,Epidermal hyperkeratosis (HPO),http://purl.obolibrary.org/obo/MP_0001242,hyperkeratosis (MPO)
http://purl.obolibrary.org/obo/HP_0012285,Abnormal hypothalamus physiology (HPO),http://purl.obolibrary.org/obo/MP_0005645,abnormal hypothalamus physiology (MPO)
http://purl.obolibrary.org/obo/XPO_0103771,arrested axis elongation (XPO),http://purl.obolibrary.org/obo/ZP_0005888,"axis elongation arrested, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0008322,Abnormal mitochondrial morphology (HPO),http://purl.obolibrary.org/obo/WBPhenotype_0001401,mitochondria morphology variant (WBP)
http://purl.obolibrary.org/obo/HP_0003085,Long fibula (HPO),http://purl.obolibrary.org/obo/MP_0000482,long fibula (MPO)
http://purl.obolibrary.org/obo/MP_0002986,decreased urine calcium level (MPO),http://purl.obolibrary.org/obo/HP_0003127,Hypocalciuria (HPO)
http://purl.obolibrary.org/obo/MP_0011594,decreased catalase activity (MPO),http://purl.obolibrary.org/obo/HP_0012517,Reduced catalase activity (HPO)
http://purl.obolibrary.org/obo/HP_0002154,Hyperglycinemia (HPO),http://purl.obolibrary.org/obo/MP_0030655,increased circulating glycine level (MPO)
http://purl.obolibrary.org/obo/FYPO_0000629,abnormal apoptotic process (FYPO),http://purl.obolibrary.org/obo/MP_0001648,abnormal apoptosis (MPO)
http://purl.obolibrary.org/obo/ZP_0008343,"skeletal system development quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/MP_0002113,abnormal skeleton development (MPO)
http://purl.obolibrary.org/obo/MP_0000160,kyphosis (MPO),http://purl.obolibrary.org/obo/HP_0002808,Kyphosis (HPO)
http://purl.obolibrary.org/obo/ZP_0014383,"pronephric capsular space increased size, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0019737,"renal capsular space increased size, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0010150,abnormal mandibular ramus morphology (MPO),http://purl.obolibrary.org/obo/HP_3000003,Abnormal mandibular ramus morphology (HPO)
http://purl.obolibrary.org/obo/MP_0002418,increased susceptibility to viral infection (MPO),http://purl.obolibrary.org/obo/HP_0004429,Recurrent viral infections (HPO)
http://purl.obolibrary.org/obo/FBcv_0000387,behavior defective (DPO),http://purl.obolibrary.org/obo/ZP_0012599,"behavior process quality, abnormal (ZPO)"
http://purl.obolibrary.org/obo/HP_0012600,Abnormal urine chloride concentration (HPO),http://purl.obolibrary.org/obo/MP_0011458,abnormal urine chloride ion level (MPO)
http://purl.obolibrary.org/obo/PHIPO_0000262,abnormal pathogen host interaction endocytosis (PHIPO),http://purl.obolibrary.org/obo/WBPhenotype_0001421,endocytic transport variant (WBP)
http://purl.obolibrary.org/obo/HP_0040089,Abnormal natural killer cell count (HPO),http://purl.obolibrary.org/obo/MP_0008043,abnormal NK cell number (MPO)
http://purl.obolibrary.org/obo/HP_0001643,Patent ductus arteriosus (HPO),http://purl.obolibrary.org/obo/MP_0003139,patent ductus arteriosus (MPO)
http://purl.obolibrary.org/obo/MP_0000131,abnormal long bone epiphysis morphology (MPO),http://purl.obolibrary.org/obo/HP_0005930,Abnormality of epiphysis morphology (HPO)
http://purl.obolibrary.org/obo/MP_0003405,abnormal platelet shape (MPO),http://purl.obolibrary.org/obo/HP_0012524,Abnormal platelet shape (HPO)
http://purl.obolibrary.org/obo/HP_0004362,Abnormality of enteric ganglion morphology (HPO),http://purl.obolibrary.org/obo/MP_0001045,abnormal enteric ganglia morphology (MPO)
http://purl.obolibrary.org/obo/MP_0000789,thickened cerebral cortex (MPO),http://purl.obolibrary.org/obo/HP_0006891,Thick cerebral cortex (HPO)
http://purl.obolibrary.org/obo/ZP_0014781,"adult behavior process quality, abnormal (ZPO)",http://purl.obolibrary.org/obo/WBPhenotype_0000818,adult behavior variant (WBP)
http://purl.obolibrary.org/obo/HP_0010719,Abnormality of hair texture (HPO),http://purl.obolibrary.org/obo/MP_0002074,abnormal hair texture (MPO)
http://purl.obolibrary.org/obo/ZP_0007066,"hepatocyte liver apoptotic, abnormal (ZPO)",http://purl.obolibrary.org/obo/ZP_0004504,"hepatocyte apoptotic, abnormal (ZPO)"
http://purl.obolibrary.org/obo/MP_0002788,female pseudohermaphroditism (MPO),http://purl.obolibrary.org/obo/HP_0010458,Female pseudohermaphroditism (HPO)
